ZIP,Borough,Neighborhood,Year,Total Adjusted Gross Income (IRS),Number of Returns (IRS),AGI_raw,AGI,AGI_num,AdjacentIncome,Median HH Income ($),Mean HH Income ($),Median Home Value ($/sq. foot),% Employed,% Unemployed,% Not in Labor Force,Bordering Water,Number of Subway Stations in ZIP,Stops in ZIP,Number of Subway Lines Serving ZIP,Lines Serving ZIP,Number of Parks,Number of Playgrounds,Park Acreage,LandSqMile,Latitude,Longitude,adjacentZIP,Zillow_value,Zillow_value2,ZillowAdj,Price_Index,AdjacentZillow2,Proximity,Coffees,NewCoffees,CRIME_COUNT,A1,A2,DM,NB,Color,Probability,IncomeLow,IncomeHigh,HouseLow,HouseHigh
10013,Manhattan,Greenwich Village and Soho,2001,"$1,619,075,000 ","10,116",160051,"$214,112",214112,143294.61,,,,,,,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",,,,,,0.006874513,,,,60,696,7,3,green,98,52061.08675,80382.83593,0,0
10013,Manhattan,Greenwich Village and Soho,2002,"$1,424,925,000 ","9,955",143137,"$188,469",188469,139955.93,,,,,,,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",,,,,,0.006874513,,,,43,625,2,5,green,98,51446.63339,78836.50594,0,0
10013,Manhattan,Greenwich Village and Soho,2004,"$2,154,881,000 ","13,982",154118,"$193,151",193151,137847.15,,,,,,,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.520173222,,0.651915053,,,0,,,,65,662,7,8,green,98,43532.17044,63267.33923,0,0
10013,Manhattan,Greenwich Village and Soho,2005,"$2,860,479,000 ","14,429",198245,"$240,284",240284,171035.32,,,,,,,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.494563953,0.494563953,0.599438921,0.599438921,0.56,0,,,,56,784,6,6,green,98,43487.57892,64127.4283,0.822550449,0.978768815
10013,Manhattan,Greenwich Village and Soho,2006,"$3,495,111,000 ","15,066",231987,"$272,462",272462,170101.88,,,,,,,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.576409438,0.576409438,0.676976923,0.676976923,0.63,0,,,1074,56,780,11,6,green,98,44350.42332,66478.2646,0.893471665,1.130588767
10013,Manhattan,Greenwich Village and Soho,2007,"$4,439,607,000 ","16,564",268027,"$306,216",306216,196202.45,,,,,,,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.621873303,0.621873303,0.710479547,0.710479547,0.64,0,,,1039,56,975,19,11,green,98,43326.83186,63664.85351,0.892759679,1.135458269
10013,Manhattan,Greenwich Village and Soho,2008,"$4,120,103,000 ","15,981",257813,"$283,764",283764,207589.12,,,,,,,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.688266782,0.688266782,0.757546198,0.757546198,0.66,0,,,955,34,950,6,11,green,98,44541.41962,64579.99543,0.890607641,1.042492584
10013,Manhattan,Greenwich Village and Soho,2009,"$3,589,094,000 ","15,793",227259,"$251,139",251139,178486.69,,,,,,,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.659543283,0.659543283,0.728846843,0.728846843,0.61,0,,,942,33,753,0,2,green,98,43818.55709,64797.35987,0.83252179,0.960932841
10013,Manhattan,Greenwich Village and Soho,2010,"$4,364,748,000 ","16,470",265012,"$288,247",288247,196414.58,,,,,,,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.638658,0.638658,0.694652533,0.694652533,0.54,0,,,916,32,892,3,1,green,98,44081.30464,64251.15544,0.791133741,0.921456724
10013,Manhattan,Greenwich Village and Soho,2011,"$4,346,730,000 ","16,292",266801,"$281,195",281195,203575.72,"$64,806.00 ","$172,252.00 ","$1,203.79 ",60.50%,3.70%,35.80%,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.68742727,0.68742727,0.72451324,0.72451324,0.51,0,,,866,48,913,4,1,green,98,43502.16391,62963.96339,0.749871815,0.846616676
10013,Manhattan,Greenwich Village and Soho,2012,"$5,732,887,000 ","15,340",373721,"$385,781",385781,223752.43,"$68,790.00 ","$184,529.00 ","$1,310.51 ",60.10%,3.50%,36.40%,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.721326373,0.721326373,0.74460447,0.74460447,0.52,0,,,896,35,889,4,7,green,98,43806.49461,64178.36753,0.743871403,0.814889738
10013,Manhattan,Greenwich Village and Soho,2013,"$4,872,698,000 ","15,060",323552,"$329,058",329058,228532.44,"$83,725.00 ","$207,336.00 ","$1,425.37 ",60.50%,3.90%,35.60%,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.835452893,0.835452893,0.849668959,0.849668959,0.58,0,1,0,881,47,968,9,7,blue,65,43815.08331,64311.00676,0.775961819,0.83549439
10013,Manhattan,Greenwich Village and Soho,2014,"$6,290,937,000 ","15,030",418559,"$418,978",418978,267428.56,"$97,228.00 ","$220,757.00 ","$1,555.85 ",61.80%,3.20%,35%,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.923957198,0.923957198,0.924881155,0.924881155,0.65,0,18,2,809,41,940,8,4,blue,65,44754.1094,66383.317,0.834928415,0.869141886
10013,Manhattan,Greenwich Village and Soho,2015,"$6,831,617,000 ","15,090",452725,"$452,725",452725,272470.8,"$96,667.00 ","$242,875.00 ","$1,736.97 ",62.20%,3%,34.80%,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.936683756,0.936683756,0.936683756,0.936683756,0.72,0,33,5,887,35,1019,15,5,blue,65,46874.6,69680,0.890887346,0.913241778
10013,Manhattan,Greenwich Village and Soho,2016,"$6,831,617,000 ","15,090",452725,"$452,725",452725,272470.8,"$96,667.00 ","$242,875.00 ","$1,736.97 ",62.20%,3%,34.80%,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.962224588,0.962224588,0.949876197,0.949876197,0.72,0,33,5,887,35,1019,15,5,blue,65,46874.6,69680,0.890887346,0.913241778
10013,Manhattan,Greenwich Village and Soho,2017,"$6,831,617,000 ","15,090",452725,"$452,725",452725,272470.8,"$96,667.00 ","$242,875.00 ","$1,736.97 ",62.20%,3%,34.80%,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.939455136,0.939455136,0.909214656,0.909214656,0.72,0,33,5,887,35,1019,15,5,blue,65,46874.6,69680,0.890887346,0.913241778
10013,Manhattan,Greenwich Village and Soho,2018,"$6,831,617,000 ","15,090",452725,"$452,725",452725,272470.8,"$96,667.00 ","$242,875.00 ","$1,736.97 ",62.20%,3%,34.80%,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.936683756,0.936683756,0.936683756,0.936683756,0.72,0,33,5,887,35,1019,15,5,blue,65,46874.6,69680,0.890887346,0.913241778
10013,Manhattan,Greenwich Village and Soho,2019,"$6,831,617,000 ","15,090",452725,"$452,725",452725,272470.8,"$96,667.00 ","$242,875.00 ","$1,736.97 ",62.20%,3%,34.80%,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.936683756,0.936683756,0.936683756,0.936683756,0.72,0,33,5,887,35,1019,15,5,blue,65,46874.6,69680,0.890887346,0.913241778
10013,Manhattan,Greenwich Village and Soho,2020,"$6,831,617,000 ","15,090",452725,"$452,725",452725,272470.8,"$96,667.00 ","$242,875.00 ","$1,736.97 ",62.20%,3%,34.80%,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.936683756,0.936683756,0.936683756,0.936683756,0.72,0,33,5,887,35,1019,15,5,blue,65,46874.6,69680,0.890887346,0.913241778
10013,Manhattan,Greenwich Village and Soho,2021,"$6,831,617,000 ","15,090",452725,"$452,725",452725,272470.8,"$96,667.00 ","$242,875.00 ","$1,736.97 ",62.20%,3%,34.80%,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.936683756,0.936683756,0.936683756,0.936683756,0.72,0,33,5,887,35,1019,15,5,blue,65,46874.6,69680,0.890887346,0.913241778
10013,Manhattan,Greenwich Village and Soho,2022,"$6,831,617,000 ","15,090",452725,"$452,725",452725,272470.8,"$96,667.00 ","$242,875.00 ","$1,736.97 ",62.20%,3%,34.80%,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.936683756,0.936683756,0.936683756,0.936683756,0.72,0,33,5,887,35,1019,15,5,blue,65,46874.6,69680,0.890887346,0.913241778
10013,Manhattan,Greenwich Village and Soho,2023,"$6,831,617,000 ","15,090",452725,"$452,725",452725,272470.8,"$96,667.00 ","$242,875.00 ","$1,736.97 ",62.20%,3%,34.80%,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.936683756,0.936683756,0.936683756,0.936683756,0.72,0,33,5,887,35,1019,15,5,blue,65,46874.6,69680,0.890887346,0.913241778
10013,Manhattan,Greenwich Village and Soho,2024,"$6,831,617,000 ","15,090",452725,"$452,725",452725,272470.8,"$96,667.00 ","$242,875.00 ","$1,736.97 ",62.20%,3%,34.80%,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.936683756,0.936683756,0.936683756,0.936683756,0.72,0,33,5,887,35,1019,15,5,blue,65,46874.6,69680,0.890887346,0.913241778
10013,Manhattan,Greenwich Village and Soho,2024,"$6,831,617,000 ","15,090",452725,"$452,725",452725,272470.8,"$96,667.00 ","$242,875.00 ","$1,736.97 ",62.20%,3%,34.80%,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.936683756,0.936683756,0.936683756,0.936683756,0.72,0,33,5,887,35,1019,15,5,blue,65,46874.6,69680,0.890887346,0.913241778
10014,Manhattan,Greenwich Village and Soho,2001,"$2,222,847,000 ","15,818",140526,"$187,992",187992,185803.01,,,,,,,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",,,,,,0.020189229,,,,29,454,2,4,green,98,52061.08675,80382.83593,0,0
10014,Manhattan,Greenwich Village and Soho,2002,"$2,030,806,000 ","15,386",131991,"$173,793",173793,169975,,,,,,,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",,,,,,0.020189229,,,,37,442,2,4,green,98,51446.63339,78836.50594,0,0
10014,Manhattan,Greenwich Village and Soho,2004,"$2,536,290,000 ","20,061",126429,"$158,449",158449,163508.51,,,,,,,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",0.561295503,,0.703452181,,,0.014030571,,,,40,578,4,1,green,98,43532.17044,63267.33923,0,0
10014,Manhattan,Greenwich Village and Soho,2005,"$3,055,807,000 ","19,541",156379,"$189,540",189540,193264.66,,,,,,,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",0.603542113,0.603542113,0.731526491,0.731526491,0.63,0.014030571,,,,47,577,5,5,green,98,43487.57892,64127.4283,0.822550449,0.978768815
10014,Manhattan,Greenwich Village and Soho,2006,"$3,398,309,000 ","19,567",173676,"$203,978",203978,211517.37,,,,,,,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",0.69066738,0.69066738,0.811169712,0.811169712,0.7,0,,,1353,40,552,3,2,green,98,44350.42332,66478.2646,0.893471665,1.130588767
10014,Manhattan,Greenwich Village and Soho,2007,"$4,244,486,000 ","20,024",211970,"$242,172",242172,245493.66,,,,,,,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",0.696288365,0.696288365,0.795497474,0.795497474,0.72,0,,,1381,45,627,6,4,green,98,43326.83186,63664.85351,0.892759679,1.135458269
10014,Manhattan,Greenwich Village and Soho,2008,"$3,916,073,000 ","19,374",202130,"$222,476",222476,225669.7,,,,,,,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",0.763829408,0.763829408,0.840714792,0.840714792,0.76,0,,,1341,39,701,7,6,green,98,44541.41962,64579.99543,0.890607641,1.042492584
10014,Manhattan,Greenwich Village and Soho,2009,"$3,477,280,000 ","19,148",181600,"$200,682",200682,195117.01,,,,,,,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",0.681120628,0.681120628,0.752691494,0.752691494,0.71,0,,,1165,31,579,2,0,green,98,43818.55709,64797.35987,0.83252179,0.960932841
10014,Manhattan,Greenwich Village and Soho,2010,"$3,846,564,000 ","19,367",198614,"$216,028",216028,220747.69,,,,,,,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",0.595645967,0.595645967,0.647869407,0.647869407,0.57,0,,,1129,39,637,1,0,green,98,44081.30464,64251.15544,0.791133741,0.921456724
10014,Manhattan,Greenwich Village and Soho,2011,"$4,207,501,000 ","19,425",216602,"$228,287",228287,228662.3,"$102,747.00 ","$161,283.00 ","$1,172.50 ",74.10%,5.20%,20.70%,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",0.483840303,0.483840303,0.509942973,0.509942973,0.57,0,,,1343,33,711,5,3,green,98,43502.16391,62963.96339,0.749871815,0.846616676
10014,Manhattan,Greenwich Village and Soho,2012,"$4,853,613,000 ","19,170",253188,"$261,359",261359,281420.19,"$105,144.00 ","$169,691.00 ","$1,246.50 ",74.10%,5.70%,20.20%,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",0.478681684,0.478681684,0.494129336,0.494129336,0.59,0,,,1399,29,725,1,2,green,98,43806.49461,64178.36753,0.743871403,0.814889738
10014,Manhattan,Greenwich Village and Soho,2013,"$4,861,288,000 ","18,950",256532,"$260,897",260897,263563.09,"$108,483.00 ","$170,750.00 ","$1,461.25 ",74%,5.60%,20.40%,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",0.614506668,0.614506668,0.624963113,0.624963113,0.64,0,1,0,1282,32,690,0,1,green,98,43815.08331,64311.00676,0.775961819,0.83549439
10014,Manhattan,Greenwich Village and Soho,2014,"$5,752,292,000 ","19,040",302116,"$302,418",302418,310722.41,"$109,557.00 ","$175,237.00 ","$1,659.17 ",74.30%,4.70%,20.90%,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",0.702386289,0.702386289,0.703088675,0.703088675,0.81,0,19,2,1188,26,687,4,1,green,98,44754.1094,66383.317,0.834928415,0.869141886
10014,Manhattan,Greenwich Village and Soho,2015,"$6,374,153,000 ","19,110",333551,"$333,551",333551,338019.33,"$113,973.00 ","$179,375.00 ","$1,736.33 ",75.30%,4.20%,20.50%,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",0.758384069,0.758384069,0.758384069,0.758384069,0.89,0,28,1,1145,37,772,9,2,blue,65,46874.6,69680,0.890887346,0.913241778
10014,Manhattan,Greenwich Village and Soho,2016,"$6,374,153,000 ","19,110",333551,"$333,551",333551,338019.33,"$113,973.00 ","$179,375.00 ","$1,736.33 ",75.30%,4.20%,20.50%,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",0.831169478,0.831169478,0.82050294,0.82050294,0.89,0,28,1,1145,37,772,9,2,blue,65,46874.6,69680,0.890887346,0.913241778
10014,Manhattan,Greenwich Village and Soho,2017,"$6,374,153,000 ","19,110",333551,"$333,551",333551,338019.33,"$113,973.00 ","$179,375.00 ","$1,736.33 ",75.30%,4.20%,20.50%,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",0.846198365,0.846198365,0.818959763,0.818959763,0.89,0,28,1,1145,37,772,9,2,blue,65,46874.6,69680,0.890887346,0.913241778
10014,Manhattan,Greenwich Village and Soho,2018,"$6,374,153,000 ","19,110",333551,"$333,551",333551,338019.33,"$113,973.00 ","$179,375.00 ","$1,736.33 ",75.30%,4.20%,20.50%,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",0.758384069,0.758384069,0.758384069,0.758384069,0.89,0,28,1,1145,37,772,9,2,blue,65,46874.6,69680,0.890887346,0.913241778
10014,Manhattan,Greenwich Village and Soho,2019,"$6,374,153,000 ","19,110",333551,"$333,551",333551,338019.33,"$113,973.00 ","$179,375.00 ","$1,736.33 ",75.30%,4.20%,20.50%,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",0.758384069,0.758384069,0.758384069,0.758384069,0.89,0,28,1,1145,37,772,9,2,blue,65,46874.6,69680,0.890887346,0.913241778
10014,Manhattan,Greenwich Village and Soho,2020,"$6,374,153,000 ","19,110",333551,"$333,551",333551,338019.33,"$113,973.00 ","$179,375.00 ","$1,736.33 ",75.30%,4.20%,20.50%,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",0.758384069,0.758384069,0.758384069,0.758384069,0.89,0,28,1,1145,37,772,9,2,blue,65,46874.6,69680,0.890887346,0.913241778
10014,Manhattan,Greenwich Village and Soho,2021,"$6,374,153,000 ","19,110",333551,"$333,551",333551,338019.33,"$113,973.00 ","$179,375.00 ","$1,736.33 ",75.30%,4.20%,20.50%,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",0.758384069,0.758384069,0.758384069,0.758384069,0.89,0,28,1,1145,37,772,9,2,blue,65,46874.6,69680,0.890887346,0.913241778
10014,Manhattan,Greenwich Village and Soho,2022,"$6,374,153,000 ","19,110",333551,"$333,551",333551,338019.33,"$113,973.00 ","$179,375.00 ","$1,736.33 ",75.30%,4.20%,20.50%,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",0.758384069,0.758384069,0.758384069,0.758384069,0.89,0,28,1,1145,37,772,9,2,blue,65,46874.6,69680,0.890887346,0.913241778
10014,Manhattan,Greenwich Village and Soho,2023,"$6,374,153,000 ","19,110",333551,"$333,551",333551,338019.33,"$113,973.00 ","$179,375.00 ","$1,736.33 ",75.30%,4.20%,20.50%,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",0.758384069,0.758384069,0.758384069,0.758384069,0.89,0,28,1,1145,37,772,9,2,blue,65,46874.6,69680,0.890887346,0.913241778
10014,Manhattan,Greenwich Village and Soho,2024,"$6,374,153,000 ","19,110",333551,"$333,551",333551,338019.33,"$113,973.00 ","$179,375.00 ","$1,736.33 ",75.30%,4.20%,20.50%,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",0.758384069,0.758384069,0.758384069,0.758384069,0.89,0,28,1,1145,37,772,9,2,blue,65,46874.6,69680,0.890887346,0.913241778
10014,Manhattan,Greenwich Village and Soho,2024,"$6,374,153,000 ","19,110",333551,"$333,551",333551,338019.33,"$113,973.00 ","$179,375.00 ","$1,736.33 ",75.30%,4.20%,20.50%,Y,4,"W 4 St, Spring St, Christopher St - Sheridan Sq, Houston St",8,"A, B, C, D, E, F, M, 1",10,4,4.764,0.6,40.734012,-74.006746," 10011, 10012, 10013",0.758384069,0.758384069,0.758384069,0.758384069,0.89,0,28,1,1145,37,772,9,2,blue,65,46874.6,69680,0.890887346,0.913241778
10016,Manhattan,Gramercy Park and Murray Hill,2001,"$3,966,408,000 ","24,402",162544,"$217,447",217447,336102.71,,,,,,,Y,1,33 St,1,6,5,0,5.968,0.5,40.745224,-73.978297,"10017, 10018, 10001, 10010",0.184002726,,0.246154092,,,0.00919831,,,,32,591,7,4,green,98,52061.08675,80382.83593,0,0
10016,Manhattan,Gramercy Park and Murray Hill,2002,"$3,445,816,000 ","24,056",143241,"$188,606",188606,293801.41,,,,,,,Y,1,33 St,1,6,5,0,5.968,0.5,40.745224,-73.978297,"10017, 10018, 10001, 10010",0.162183728,,0.213548426,,,0,,,,30,595,6,4,green,98,51446.63339,78836.50594,0,0
10016,Manhattan,Gramercy Park and Murray Hill,2004,"$4,195,414,000 ","31,160",134641,"$168,741",168741,244809.4,,,,,,,Y,1,33 St,1,6,5,0,5.968,0.5,40.745224,-73.978297,"10017, 10018, 10001, 10010",0.208794649,,0.26167509,,,0.00919831,,,,37,628,6,2,green,98,43532.17044,63267.33923,0,0
10016,Manhattan,Gramercy Park and Murray Hill,2005,"$4,554,366,000 ","30,247",150572,"$182,502",182502,294847.94,,,,,,,Y,1,33 St,1,6,5,0,5.968,0.5,40.745224,-73.978297,"10017, 10018, 10001, 10010",0.203372455,0.203372455,0.246498687,0.246498687,0.47,0.00919831,,,,32,682,16,3,green,98,43487.57892,64127.4283,0.822550449,0.978768815
10016,Manhattan,Gramercy Park and Murray Hill,2006,"$5,308,292,000 ","30,845",172096,"$202,122",202122,291356.04,,,,,,,Y,1,33 St,1,6,5,0,5.968,0.5,40.745224,-73.978297,"10017, 10018, 10001, 10010",0.227613015,0.227613015,0.267325183,0.267325183,0.53,0,,,1442,33,726,4,6,green,98,44350.42332,66478.2646,0.893471665,1.130588767
10016,Manhattan,Gramercy Park and Murray Hill,2007,"$6,794,611,000 ","34,173",198830,"$227,160",227160,331501.38,,,,,,,Y,1,33 St,1,6,5,0,5.968,0.5,40.745224,-73.978297,"10017, 10018, 10001, 10010",0.233858098,0.233858098,0.267178852,0.267178852,0.55,0,,,1438,38,786,17,1,green,98,43326.83186,63664.85351,0.892759679,1.135458269
10016,Manhattan,Gramercy Park and Murray Hill,2008,"$5,455,042,000 ","31,673",172230,"$189,566",189566,248679.6,,,,,,,Y,1,33 St,1,6,5,0,5.968,0.5,40.745224,-73.978297,"10017, 10018, 10001, 10010",0.244735734,0.244735734,0.269370293,0.269370293,0.56,0.007321137,,,1471,20,715,9,6,green,98,44541.41962,64579.99543,0.890607641,1.042492584
