ZIP,BORO,NEIGHBORHOOD,NAME,WIKILINK,description,fulllink
10032,Manhattan,Inwood and Washington Heights,Washington Heights,"Washington_Heights,_Manhattan","Washington Heights is a neighborhood in the northern portion of the New York City borough of Manhattan. The area, with over 150,000 inhabitants as of 2010[update], is named for Fort Washington, a fortification constructed at the highest point on the island of Manhattan by Continental Army troops during the American Revolutionary War, to defend the area from the British forces. Washington Heights is bordered by Harlem to the south, along 155th Street, Inwood to the north along Dyckman Street or Hillside Avenue, the Hudson River to the west, and the Harlem River and Coogan's Bluff to the east.","https://en.wikipedia.org/wiki/Washington_Heights,_Manhattan"
10033,Manhattan,Inwood and Washington Heights,Washington Heights,"Washington_Heights,_Manhattan","Washington Heights is a neighborhood in the northern portion of the New York City borough of Manhattan. The area, with over 150,000 inhabitants as of 2010[update], is named for Fort Washington, a fortification constructed at the highest point on the island of Manhattan by Continental Army troops during the American Revolutionary War, to defend the area from the British forces. Washington Heights is bordered by Harlem to the south, along 155th Street, Inwood to the north along Dyckman Street or Hillside Avenue, the Hudson River to the west, and the Harlem River and Coogan's Bluff to the east.","https://en.wikipedia.org/wiki/Washington_Heights,_Manhattan"
10040,Manhattan,Inwood and Washington Heights,Washington Heights,"Washington_Heights,_Manhattan","Washington Heights is a neighborhood in the northern portion of the New York City borough of Manhattan. The area, with over 150,000 inhabitants as of 2010[update], is named for Fort Washington, a fortification constructed at the highest point on the island of Manhattan by Continental Army troops during the American Revolutionary War, to defend the area from the British forces. Washington Heights is bordered by Harlem to the south, along 155th Street, Inwood to the north along Dyckman Street or Hillside Avenue, the Hudson River to the west, and the Harlem River and Coogan's Bluff to the east.","https://en.wikipedia.org/wiki/Washington_Heights,_Manhattan"
10475,Bronx,Northeast Bronx,Baychester,"Baychester,_Bronx","Baychester is a neighborhood geographically located in the northeast Bronx borough of New York City in the United States. The neighborhood is part of Bronx Community Board 12. Its boundaries, starting from the north and moving clockwise are: East 222nd Street to the north, the New England Thruway (I-95) to the east, Pelham Parkway to the south, and Boston Road to the west. Eastchester Road is the primary thoroughfare through Baychester. Many homes are located on streets in the 201s and advancing to the 220s. While 10469 is the primary ZIP code of Baychester, it also covers the adjacent neighborhood of Pelham Gardens, Bronx. The area is patrolled by the 47th Precinct of the New York City Police Department, located at 4111 Laconia Avenue in the Williamsbridge section of the Bronx.","https://en.wikipedia.org/wiki/Baychester,_Bronx"
11368,Queens,West Queens,Corona,"Corona,_Queens","Corona is a neighborhood in the borough of Queens in New York City. It is bordered by Flushing to the east, Jackson Heights to the west, Forest Hills and Rego Park to the south, Elmhurst to the southwest, and East Elmhurst to the north. Corona has a multicultural population with a Latino majority, and is the site of historic African American and Italian American communities. After World War II, the majority of the neighborhood's residents were mostly Italian, German, Irish and of other European ancestries. Corona also has a significant Chinese population.[1]","https://en.wikipedia.org/wiki/Corona,_Queens"
11228,Brooklyn,Southwest Brooklyn,Dyker Heights,"Dyker_Heights,_Brooklyn","Dyker Heights is a residential neighborhood in the southwest corner of the borough of Brooklyn in New York City, US. It is sandwiched between Bay Ridge, Bensonhurst, Borough Park, and Gravesend Bay. The neighborhood is officially bounded by 7th and 14th Avenues, 61st Street, and the Belt Parkway on the west, east, north, and south respectively.[2]","https://en.wikipedia.org/wiki/Dyker_Heights,_Brooklyn"
11369,Queens,West Queens,East Elmhurst,"East_Elmhurst,_Queens",East Elmhurst is a culturally diverse area in the northwest section of the New York City borough of Queens. It is located northeast of Jackson Heights and north of Corona. The area includes La Guardia Airport and is bounded on the east and north by Flushing Bay. Residents are mostly moderate-income families. East Elmhurst is a young working Middle Class Community. The proximity to the City has made this a great location to live. The neighborhood is patrolled by the New York City Police Department's 115th Precinct;[1] the airport is patrolled by the Port Authority Police Department. The neighborhood is part of Queens Community Board 3.[2] The ZIP codes of East Elmhurst are 11369 and 11370. East Elmhurst and its southern neighbor Corona are often referred to jointly as â€œCorona/East Elmhurstâ€ù.,"https://en.wikipedia.org/wiki/East_Elmhurst,_Queens"
11370,Queens,West Queens,East Elmhurst,"East_Elmhurst,_Queens",East Elmhurst is a culturally diverse area in the northwest section of the New York City borough of Queens. It is located northeast of Jackson Heights and north of Corona. The area includes La Guardia Airport and is bounded on the east and north by Flushing Bay. Residents are mostly moderate-income families. East Elmhurst is a young working Middle Class Community. The proximity to the City has made this a great location to live. The neighborhood is patrolled by the New York City Police Department's 115th Precinct;[1] the airport is patrolled by the Port Authority Police Department. The neighborhood is part of Queens Community Board 3.[2] The ZIP codes of East Elmhurst are 11369 and 11370. East Elmhurst and its southern neighbor Corona are often referred to jointly as â€œCorona/East Elmhurstâ€ù.,"https://en.wikipedia.org/wiki/East_Elmhurst,_Queens"
11203,Brooklyn,Flatbush,East Flatbush,"East_Flatbush,_Brooklyn",East Flatbush is a residential neighborhood in the New York City borough of Brooklyn. The area is part of Brooklyn Community Board 17.[1] East Flatbush is patrolled by the NYPD's 67th[2] Precinct.,"https://en.wikipedia.org/wiki/East_Flatbush,_Brooklyn"
10029,Manhattan,East Harlem,East Harlem,East_Harlem,"East Harlem, also known as Spanish Harlem or El Barrio, is a neighborhood of Upper Manhattan, New York City roughly encompassing the area north of the Upper East Side and East 96th Street up to about the 140s,[3] east of Fifth Avenue to the East and Harlem Rivers.[4] It lies within Manhattan Community District 11.[5] Despite its name, it is generally not considered to be a part of Harlem.",https://en.wikipedia.org/wiki/East_Harlem
10035,Manhattan,East Harlem,East Harlem,East_Harlem,"East Harlem, also known as Spanish Harlem or El Barrio, is a neighborhood of Upper Manhattan, New York City roughly encompassing the area north of the Upper East Side and East 96th Street up to about the 140s,[3] east of Fifth Avenue to the East and Harlem Rivers.[4] It lies within Manhattan Community District 11.[5] Despite its name, it is generally not considered to be a part of Harlem.",https://en.wikipedia.org/wiki/East_Harlem
11207,Brooklyn,East New York and New Lots,East New York,"East_New_York,_Brooklyn","East New York is a residential neighborhood in the eastern section of the borough of Brooklyn in New York City, United States. The neighborhood is part of Brooklyn Community District 5, covered by Brooklyn Community Board 5.[4][5] Its boundaries, starting from the north and moving clockwise are: Cypress Hills Cemetery to the north, the Borough of Queens to the east, Jamaica Bay to the south, and the Bay Ridge Branch railway tracks next to Van Sinderen Avenue to the west. Linden Boulevard and Atlantic Avenue are the primary thoroughfares through East New York. Its ZIP Codes include 11207, 11208, and 11239. The area is patrolled by the 75th Precinct located at 1000 Sutter Avenue. New York City Housing Authority (NYCHA) property in the area is patrolled by P.S.A. 2. During the latter part of the twentieth century, East New York came to be predominantly inhabited by African Americans and Latinos.","https://en.wikipedia.org/wiki/East_New_York,_Brooklyn"
11208,Brooklyn,East New York and New Lots,Cypress Hills,"East_New_York,_Brooklyn#Cypress_Hills","East New York is a residential neighborhood in the eastern section of the borough of Brooklyn in New York City, United States. The neighborhood is part of Brooklyn Community District 5, covered by Brooklyn Community Board 5.[4][5] Its boundaries, starting from the north and moving clockwise are: Cypress Hills Cemetery to the north, the Borough of Queens to the east, Jamaica Bay to the south, and the Bay Ridge Branch railway tracks next to Van Sinderen Avenue to the west. Linden Boulevard and Atlantic Avenue are the primary thoroughfares through East New York. Its ZIP Codes include 11207, 11208, and 11239. The area is patrolled by the 75th Precinct located at 1000 Sutter Avenue. New York City Housing Authority (NYCHA) property in the area is patrolled by P.S.A. 2. During the latter part of the twentieth century, East New York came to be predominantly inhabited by African Americans and Latinos.","https://en.wikipedia.org/wiki/East_New_York,_Brooklyn#Cypress_Hills"
10003,Manhattan,Lower East Side,East Village,"East_Village,_Manhattan","East Village is a neighborhood in the New York City borough of Manhattan. It is roughly defined as the neighborhood east of the Bowery and Third Avenue, between 14th Street on the north and Houston Street on the south.[1]","https://en.wikipedia.org/wiki/East_Village,_Manhattan"
10009,Manhattan,Lower East Side,East Village,"East_Village,_Manhattan","East Village is a neighborhood in the New York City borough of Manhattan. It is roughly defined as the neighborhood east of the Bowery and Third Avenue, between 14th Street on the north and Houston Street on the south.[1]","https://en.wikipedia.org/wiki/East_Village,_Manhattan"
11373,Queens,West Queens,Elmhurst,"Elmhurst,_Queens",Elmhurst (formerly Newtown) is a working/middle class neighborhood in the borough of Queens in New York City. It is bounded by Roosevelt Avenue on the north; the Long Island Expressway on the south; Junction Boulevard on the east; and the New York Connecting Railroad on the west.[3] The neighborhood is part of Queens Community Board 4.,"https://en.wikipedia.org/wiki/Elmhurst,_Queens"
11691,Queens,Rockaways,Far Rockaway,"Far_Rockaway,_Queens",Far Rockaway is a neighborhood on the Rockaway Peninsula in the New York City borough of Queens in the United States. It is the easternmost section of the Rockaways. The neighborhood starts at the Nassau County line and extends west to Beach 32nd Street. The neighborhood is part of Queens Community Board 14.[1],"https://en.wikipedia.org/wiki/Far_Rockaway,_Queens"
11226,Brooklyn,Flatbush,Flatbush,"Flatbush,_Brooklyn","Flatbush is a neighborhood in the New York City borough of Brooklyn. Founded in 1651 by Dutch colonists, the neighborhood, which consists of several subsections, had a population of 110,875 as of the 2010 United States Census. By the 2010s, the area was quickly gentrifying.","https://en.wikipedia.org/wiki/Flatbush,_Brooklyn"
11354,Queens,North Queens,Flushing,"Flushing,_Queens","Flushing is a neighborhood in the New York City borough of Queens in the United States. While much of the neighborhood is residential, Downtown Flushing, centered on the northern end of Main Street in Queens, is a large commercial and retail area and is the fourth largest central business district in New York City.[3][4]","https://en.wikipedia.org/wiki/Flushing,_Queens"
11355,Queens,North Queens,Flushing,"Flushing,_Queens","Flushing is a neighborhood in the New York City borough of Queens in the United States. While much of the neighborhood is residential, Downtown Flushing, centered on the northern end of Main Street in Queens, is a large commercial and retail area and is the fourth largest central business district in New York City.[3][4]","https://en.wikipedia.org/wiki/Flushing,_Queens"
11358,Queens,North Queens,Flushing,"Flushing,_Queens","Flushing is a neighborhood in the New York City borough of Queens in the United States. While much of the neighborhood is residential, Downtown Flushing, centered on the northern end of Main Street in Queens, is a large commercial and retail area and is the fourth largest central business district in New York City.[3][4]","https://en.wikipedia.org/wiki/Flushing,_Queens"
10458,Bronx,Bronx Park and Fordham,Fordham,"Fordham,_Bronx","Fordham is a group of neighborhoods located in the western Bronx, New York City. These neighborhoods are part of Bronx Community Board 5.[2] Fordham is roughly bordered by Fordham Road to the north, Southern Boulevard to the east, East 183rd Street to the south, and Jerome Avenue to the west. The neighborhood's primary thoroughfare is Fordham Road; its main subway line is the IND Concourse Line (B and â€‹D trains), operating under the Grand Concourse, with the IRT Jerome Avenue Line (4 train) on its western border. ZIP codes include 10453, 10457, 10458 and 10468.","https://en.wikipedia.org/wiki/Fordham,_Bronx"
10468,Bronx,Bronx Park and Fordham,Fordham,"Fordham,_Bronx","Fordham is a group of neighborhoods located in the western Bronx, New York City. These neighborhoods are part of Bronx Community Board 5.[2] Fordham is roughly bordered by Fordham Road to the north, Southern Boulevard to the east, East 183rd Street to the south, and Jerome Avenue to the west. The neighborhood's primary thoroughfare is Fordham Road; its main subway line is the IND Concourse Line (B and â€‹D trains), operating under the Grand Concourse, with the IRT Jerome Avenue Line (4 train) on its western border. ZIP codes include 10453, 10457, 10458 and 10468.","https://en.wikipedia.org/wiki/Fordham,_Bronx"
11366,Queens,Central Queens,Fresh Meadows,"Fresh_Meadows,_Queens","Fresh Meadows is a residential neighborhood in the northeastern section of the New York City borough of Queens. Fresh Meadows is located in the south part of Flushing and is bordered to the north by the Fresh Meadows Playground and Horace Harding Expressway, to the west by South Flushing and the sub-neighborhood of Hillcrest, to the east by Cunningham Park, and to the south by Union Turnpike and St. John's University. The neighborhood is part of Queens Community Board 8[2] and is served by the United States Postal Service as ZIP codes 11365 and 11366.","https://en.wikipedia.org/wiki/Fresh_Meadows,_Queens"
10010,Manhattan,Gramercy Park and Murray Hill,Gramercy Park,Gramercy_Park,"Gramercy Park is the name of both a small, fenced-in private park[3] and the surrounding neighborhood that is referred to also as Gramercy,[4][5] in the New York City borough of Manhattan in New York, United States.[6]",https://en.wikipedia.org/wiki/Gramercy_Park
10308,Staten Island,South Shore,Great Kills,"Great_Kills,_Staten_Island","Great Kills is a neighborhood within New York City's borough of Staten Island. It is located on the island's South Shore, and according to many local geographers, it is the South Shore's northernmost community. It is bordered by Richmondtown to the north, Oakwood to the east, Eltingville to the west, and the Great Kills Harbor to the south.","https://en.wikipedia.org/wiki/Great_Kills,_Staten_Island"
11222,Brooklyn,Greenpoint,Greenpoint,"Greenpoint,_Brooklyn","Greenpoint is the northernmost neighborhood in the New York City borough of Brooklyn, in the U.S. state of New York. It is bordered on the southwest by Williamsburg at the Bushwick inlet, on the southeast by the Brooklyn-Queens Expressway and East Williamsburg, on the north by Newtown Creek and Long Island City, Queens at the Pulaski Bridge, and on the west by the East River.","https://en.wikipedia.org/wiki/Greenpoint,_Brooklyn"
10014,Manhattan,Greenwich Village and Soho,Greenwich Village,Greenwich_Village,"Greenwich Village,[note 1] often referred to by locals as simply ""the Village"", is a neighborhood on the west side of Lower Manhattan, New York City. Greenwich Village has been known as an artists' haven, the Bohemian capital, the cradle of the modern LGBT movement, and the East Coast birthplace of both the Beat and '60s counterculture movements. Groenwijck, one of the Dutch names for the village (meaning ""Green District""), was Anglicized to Greenwich.[5][note 2] Two of New York's private colleges, New York University (NYU) and the New School, are located in Greenwich Village.[7][8]",https://en.wikipedia.org/wiki/Greenwich_Village
10031,Manhattan,Inwood and Washington Heights,Hamilton Heights,"Hamilton_Heights,_Manhattan","Hamilton Heights is a neighborhood in the northern part of Manhattan, which is a borough of New York City. It lies between Manhattanville to the south and Washington Heights to the north.[1] It contains the sub-neighborhood of Sugar Hill.","https://en.wikipedia.org/wiki/Hamilton_Heights,_Manhattan"
10018,Manhattan,Chelsea and Clinton,Hell's Kitchen,"Hell%27s_Kitchen,_Manhattan","Hell's Kitchen, also known as Clinton, is a neighborhood on the West Side of Midtown Manhattan in New York City. It is traditionally considered to be bordered by 34th Street to the south, 59th Street to the north, Eighth Avenue to the east, and the Hudson River to the west. The area provides transport, medical, and warehouse-infrastructure support to Midtown's business district.","https://en.wikipedia.org/wiki/Hell%27s_Kitchen,_Manhattan"
10019,Manhattan,Chelsea and Clinton,Hell's Kitchen,"Hell%27s_Kitchen,_Manhattan","Hell's Kitchen, also known as Clinton, is a neighborhood on the West Side of Midtown Manhattan in New York City. It is traditionally considered to be bordered by 34th Street to the south, 59th Street to the north, Eighth Avenue to the east, and the Hudson River to the west. The area provides transport, medical, and warehouse-infrastructure support to Midtown's business district.","https://en.wikipedia.org/wiki/Hell%27s_Kitchen,_Manhattan"
10036,Manhattan,Chelsea and Clinton,Hell's Kitchen,"Hell%27s_Kitchen,_Manhattan","Hell's Kitchen, also known as Clinton, is a neighborhood on the West Side of Midtown Manhattan in New York City. It is traditionally considered to be bordered by 34th Street to the south, 59th Street to the north, Eighth Avenue to the east, and the Hudson River to the west. The area provides transport, medical, and warehouse-infrastructure support to Midtown's business district.","https://en.wikipedia.org/wiki/Hell%27s_Kitchen,_Manhattan"
10452,Bronx,High Bridge and Morrisania,Highbridge,"Highbridge,_Bronx","Highbridge is a residential neighborhood geographically located in the central-west section of the Bronx, New York City. Its boundaries, starting from the north and moving clockwise are the Cross-Bronx Expressway to the north, Jerome Avenue to the east, East 161st Street to the south, and the Harlem River to the west. Ogden Avenue is the primary thoroughfare through Highbridge. ZIP codes include 10452.","https://en.wikipedia.org/wiki/Highbridge,_Bronx"
11423,Queens,Jamaica,Hollis,"Hollis,_Queens","Hollis is a residential middle-class neighborhood within the southeastern section of the New York City borough of Queens. While a predominantly African-American community, there are small minorities of Hispanics and Indians residing in the area. Boundaries are considered to be the Atlantic Branch of the Long Island Rail Road to the west, Hillside Avenue to the north, Francis Lewis Boulevard to the east (although parts of Queens Village are addressed as Hollis on water bills), and Murdock Avenue to the south. Much of this area is considered to be within the St. Albans postal district. Hollis is close to Jamaica and Queens Village. The neighborhood is part of Queens Community Board 12.[2] Hollis is patrolled by the NYPD's 113th Precinct.[3] Public schools in the area are operated by the New York City Department of Education.","https://en.wikipedia.org/wiki/Hollis,_Queens"
11414,Queens,Southwest Queens,Howard Beach,"Howard_Beach,_Queens","Howard Beach is an upper middle class neighborhood in the southwestern portion of the New York City borough of Queens. It is bordered in the north by the Belt Parkway and South Conduit Avenue in Ozone Park, in the south by Jamaica Bay in Broad Channel, in the east by 102ndâ€“104th Streets, and in the west by 75th Street. The area's houses are similar to Bayside and Hollis.","https://en.wikipedia.org/wiki/Howard_Beach,_Queens"
10034,Manhattan,Inwood and Washington Heights,Inwood,"Inwood,_Manhattan","Inwood is a neighborhood in the New York City borough of Manhattan, at the northern tip of Manhattan Island, in the U.S. state of New York.","https://en.wikipedia.org/wiki/Inwood,_Manhattan"
11372,Queens,West Queens,Jackson Heights,"Jackson_Heights,_Queens","Jackson Heights is a neighborhood in the northwestern portion of the borough of Queens in New York City. The neighborhood is part of Queens Community Board 3.[3] Jackson Heights is neighbored by North Corona to the east, Elmhurst to the south, Woodside to the west, northern Astoria (Ditmars-Steinway) to the northwest, and East Elmhurst to the northeast. The main ZIP code of Jackson Heights is 11372. According to the 2010 United States Census, the neighborhood has a population of 108,152.[1]","https://en.wikipedia.org/wiki/Jackson_Heights,_Queens"
11432,Queens,Jamaica,Jamaica,"Jamaica,_Queens","Jamaica is a middle-class neighborhood in the New York City borough of Queens. The neighborhood is part of Queens Community Board 12, which also includes Hollis, St. Albans, Springfield Gardens, Baisley Pond Park, Rochdale Village, and South Jamaica.[4] The NYPD's 103rd, 113th & 105th Precincts patrol Jamaica.[5]","https://en.wikipedia.org/wiki/Jamaica,_Queens"
11433,Queens,Jamaica,Jamaica,"Jamaica,_Queens","Jamaica is a middle-class neighborhood in the New York City borough of Queens. The neighborhood is part of Queens Community Board 12, which also includes Hollis, St. Albans, Springfield Gardens, Baisley Pond Park, Rochdale Village, and South Jamaica.[4] The NYPD's 103rd, 113th & 105th Precincts patrol Jamaica.[5]","https://en.wikipedia.org/wiki/Jamaica,_Queens"
11415,Queens,Southwest Queens,Kew Gardens,"Kew_Gardens,_Queens","Kew Gardens is a neighborhood in the central area of the New York City borough of Queens. Kew Gardens, shaped roughly like a triangle, is bounded to the north by Union Turnpike and the Jackie Robinson Parkway (formerly the Interboro Parkway), to the east by Van Wyck Expressway and 131st Street, to the south by Hillside Avenue, and to the west by Park Lane, Abingdon Road, and 118th Street. Forest Park and the neighborhood of Forest Hills are to the west, Flushing Meadowsâ€“Corona Park north, Richmond Hill south, Briarwood southeast, and Kew Gardens Hills east.","https://en.wikipedia.org/wiki/Kew_Gardens,_Queens"
10463,Bronx,Kingsbridge and Riverdale,Kingsbridge,"Kingsbridge,_Bronx","Kingsbridge is a working- and middle-class residential neighborhood geographically located in the northwest portion of The Bronx, in New York City. Kingsbridge actually comprises three distinct neighborhoods: Kingsbridge proper, Kingsbridge Heights, and Van Cortlandt Village.[2][3] The neighborhood is considered a part of Bronx Community Board 8 and is sometimes considered a sub-section of Riverdale. Now, some are calling it Lower Riverdale, even though it is in a different ZIP code from Riverdale (which is 10471). Kingsbridge proper's ill-defined boundaries are Van Cortlandt Park to the north, Bailey Avenue to the east, West 230st Street to the south, and Broadway to the west.[4] Kingsbridge is patrolled by the New York City Police Department's 50th Precinct.[5]","https://en.wikipedia.org/wiki/Kingsbridge,_Bronx"
11413,Queens,Southeast Queens,Laurelton,"Laurelton,_Queens","Laurelton is a largely middle class neighborhood in the New York City borough of Queens and part of the former town of Jamaica. Merrick Boulevard, which bisects the community in a generally east-west direction, forms its commercial spine. It is bounded by Springfield Boulevard to the west, 121st Avenue to the north, Laurelton Parkway to the east, and Conduit Avenue to the south. The neighborhood is part of Queens Community Board 13. [1] Laurelton's ZIP Codes are 11413 and 11422.","https://en.wikipedia.org/wiki/Laurelton,_Queens"
11362,Queens,Northeast Queens,Little Neck,"Little_Neck,_Queens","Little Neck is an upper middle class neighborhood of Queens, New York City, bordered on the north by Little Neck Bay and on the east by Great Neck in Nassau County. Due to this proximity to Nassau, Little Neck remains one of the most suburban-looking areas in New York City. The southern border is the Grand Central Parkway, and to the west is Douglaston. The Little Neck station is the easternmost New York City station on the busy Port Washington Branch of the Long Island Rail Road (LIRR), and thus Little Neck is home to the busiest of approximately a dozen remaining railway grade crossings in New York City.[1] The neighborhood is part of Queens Community Board 11.[2]","https://en.wikipedia.org/wiki/Little_Neck,_Queens"
11101,Queens,Northwest Queens,Long Island City,Long_Island_City,"Long Island City (LIC) is the westernmost residential and commercial neighborhood of the New York City borough of Queens. LIC is noted for its rapid and ongoing residential growth and gentrification, its waterfront parks, and its thriving arts community.[1] LIC has among the highest concentration of art galleries, art institutions, and studio space of any neighborhood in New York City.[2] It is bordered by Astoria to the north; the East River to the west; Hazen Street, 49th Street, and New Calvary Cemetery in Sunnyside to the east; and Newtown Creekâ€”which separates Queens from Greenpoint, Brooklynâ€”to the south. It originally was the seat of government of the Town of Newtown, and remains the largest neighborhood in Queens. The area is part of Queens Community Board 1, located north of the Queensboro Bridge and Queens Plaza; it is also of Queens Community Board 2 to the south.",https://en.wikipedia.org/wiki/Long_Island_City
10303,Staten Island,Port Richmond,Mariners Harbor,"Mariners_Harbor,_Staten_Island","Mariners Harbor is a neighborhood located in the northwestern part of New York City's borough of Staten Island. It is bordered by Lake Avenue to the east, Forest Avenue to the south, Richmond Terrace to the north, and Holland Avenue to the west. The northwestern section of Mariners Harbor is often known as Arlington.","https://en.wikipedia.org/wiki/Mariners_Harbor,_Staten_Island"
11378,Queens,West Queens,Maspeth,"Maspeth,_Queens","Maspeth is a residential and commercial community in the borough of Queens in New York City. It was founded in the early 17th century by Dutch and English settlers. Neighborhoods sharing borders with Maspeth are Woodside to the north; Sunnyside to the northwest; Greenpoint, Brooklyn to the west; East Williamsburg, Brooklyn to the southwest; Fresh Pond and Ridgewood to the south; and Middle Village and Elmhurst to the east.","https://en.wikipedia.org/wiki/Maspeth,_Queens"
10314,Staten Island,Mid-Island,Mid-Island,"Mid-Island,_Staten_Island","Mid-Island is frequently applied to a series of neighborhoods within New York City, USA's borough of Staten Island.","https://en.wikipedia.org/wiki/Mid-Island,_Staten_Island"
11379,Queens,Northwest Queens,Middle Village,"Middle_Village,_Queens","Middle Village is a mainly residential neighborhood in the central section of the borough of Queens, New York City, bounded to the north by the Long Island Expressway, to the east by Woodhaven Boulevard, to the south by Cooper Avenue, and to the west by Mount Olivet Cemetery.[2] A small trapezoid-shaped area bounded by Mt. Olivet Crescent to the east, Fresh Pond Road to the west, Eliot Avenue to the north, and Metropolitan Avenue to the south, is often counted as part of Middle Village but is sometimes considered part of nearby Ridgewood.","https://en.wikipedia.org/wiki/Middle_Village,_Queens"
10022,Manhattan,Gramercy Park and Murray Hill,Midtown East,Midtown_Manhattan#Neighborhoods,"Midtown Manhattan is the largest central business district in the world and ranks among the most expensive and intensely used pieces of real estate in the world, and Fifth Avenue in Midtown Manhattan commands the world's highest retail rents, at US$3,000 per square foot ($32,000/m2) in 2017.[1] While Lower Manhattan is the main financial center, Midtown is the country's largest commercial, entertainment, and media center. It is also a growing financial center, second in importance only to Lower Manhattan's Financial District in the United States.",https://en.wikipedia.org/wiki/Midtown_Manhattan#Neighborhoods
11234,Brooklyn,Canarsie and Flatlands,Mill Basin,"Mill_Basin,_Brooklyn","Mill Basin is a residential neighborhood in New York City in the southern portion of the borough of Brooklyn lying along Jamaica Bay and bounded to the north by Avenue U, and to the east, south, and west by the Mill Basin/Mill Island Inlet. The area is part of Brooklyn Community Board 18.[1]","https://en.wikipedia.org/wiki/Mill_Basin,_Brooklyn"
10453,Bronx,Central Bronx,Morris Heights,"Morris_Heights,_Bronx","Morris Heights is a residential neighborhood located in the West Bronx. The neighborhood is part of Bronx Community Board 5. Its boundaries, starting from the north and moving clockwise are: West Burnside Avenue to the north, Jerome Avenue to the east, the Cross-Bronx Expressway to the south, and the Harlem River to the west. University Avenue is the primary thoroughfare through Morris Heights. The local subway is the IRT Jerome Avenue Line, operating along Jerome Avenue. ZIP codes include 10453 and 10452. The area is patrolled by the 46th Precinct[2] located at 2120 Ryer Avenue in Fordham. New York City Housing Authority (NYCHA) property in the area is patrolled by P.S.A. 7 at 737 Melrose Avenue in the Melrose section of the Bronx.","https://en.wikipedia.org/wiki/Morris_Heights,_Bronx"
10461,Bronx,Southeast Bronx,Morris Park,"Morris_Park,_Bronx","Morris Park is a working class and middle class neighborhood in the borough of the Bronx in New York City. The neighborhood is part of Bronx Community District 11 in the East Bronx. Its approximate boundaries, starting from the north and moving clockwise, are Neill Avenue and Pelham Parkway to the north, Eastchester Road to the East, the Amtrak Northeast Corridor tracks and Sackett Avenue to the east and south, and Bronxdale Avenue or White Plains Road to the west.[2] It borders the neighborhoods of Van Nest to its southwest and Indian Village to its northeast. Williamsbridge Road and Morris Park Avenue are the primary thoroughfares.","https://en.wikipedia.org/wiki/Morris_Park,_Bronx"
10456,Bronx,High Bridge and Morrisania,Morrisania,"Morrisania,_Bronx","Morrisania is the historical name for the South Bronx in New York City, New York. The name derives from the Manor of Morrisania, the vast 2,000 acre estate of the powerful and aristocratic Morris family, who at one time owned most of the Bronx as well as much of New Jersey. The family includes Lewis Morris, 4th Lord of the Manor, and a signer of the United States Declaration of Independence, and Gouverneur Morris, penman of the United States Constitution. Both are buried in the crypt at St. Ann's Church of Morrisania.","https://en.wikipedia.org/wiki/Morrisania,_Bronx"
10451,Bronx,High Bridge and Morrisania,Mott Haven,"Mott_Haven,_Bronx","Mott Haven is a primarily residential neighborhood in the southwestern section of the Bronx borough in New York City. Zip codes include 10451, 10454, and 10455. The neighborhood is part of Bronx Community Board 1.[4] Its boundaries, starting from the north and moving clockwise, are East 149th Street to the north, the Bruckner Expressway to the east, the Bronx Kill waterway to the south, and the Harlem River to the west.","https://en.wikipedia.org/wiki/Mott_Haven,_Bronx"
10454,Bronx,Hunts Point and Mott Haven,Mott Haven,"Mott_Haven,_Bronx","Mott Haven is a primarily residential neighborhood in the southwestern section of the Bronx borough in New York City. Zip codes include 10451, 10454, and 10455. The neighborhood is part of Bronx Community Board 1.[4] Its boundaries, starting from the north and moving clockwise, are East 149th Street to the north, the Bruckner Expressway to the east, the Bronx Kill waterway to the south, and the Harlem River to the west.","https://en.wikipedia.org/wiki/Mott_Haven,_Bronx"
10455,Bronx,Hunts Point and Mott Haven,Mott Haven,"Mott_Haven,_Bronx","Mott Haven is a primarily residential neighborhood in the southwestern section of the Bronx borough in New York City. Zip codes include 10451, 10454, and 10455. The neighborhood is part of Bronx Community Board 1.[4] Its boundaries, starting from the north and moving clockwise, are East 149th Street to the north, the Bruckner Expressway to the east, the Bronx Kill waterway to the south, and the Harlem River to the west.","https://en.wikipedia.org/wiki/Mott_Haven,_Bronx"
10467,Bronx,Bronx Park and Fordham,Norwood,"Norwood,_Bronx","Norwood, also known as Bainbridge, is a working-class residential neighborhood in the northwest Bronx, New York City. As of the census[3] of 2000, the seven census tracts that make up the neighborhood have a population of 40,748. The area is dominated topographically by what was once known as Valentine's Hill, the highest point being near the intersection of 210th Street and Bainbridge Avenue, where Gun Hill Road intersects, and around the Montefiore Medical Center, the largest landowner and employer of the neighborhood. It borders Van Cortlandt Park and Woodlawn Cemetery to the north, the Bronx River to the east, and Mosholu Parkway to the south and west. Norwood's main commercial arteries are Gun Hill Road, Jerome Avenue, Webster Avenue, and Bainbridge Avenue.","https://en.wikipedia.org/wiki/Norwood,_Bronx"
