ZIP,Borough,Neighborhood,Year,Total Adjusted Gross Income (IRS),Number of Returns (IRS),AGI_raw,AGI,AGI_num,AdjacentIncome,Median HH Income ($),Mean HH Income ($),Median Home Value ($/sq. foot),% Employed,% Unemployed,% Not in Labor Force,Bordering Water,Number of Subway Stations in ZIP,Stops in ZIP,Number of Subway Lines Serving ZIP,Lines Serving ZIP,Number of Parks,Number of Playgrounds,Park Acreage,LandSqMile,Latitude,Longitude,adjacentZIP,Zillow_value,Zillow_value2,ZillowAdj,Price_Index,AdjacentZillow2,Proximity,Coffees,NewCoffees,CRIME_COUNT,A1,A2,DM,NB,Color,gent,Probability,IncomeLow,IncomeHigh,HouseLow,HouseHigh,alpha,beta,topincreasepercent,threshold,NotGentReason
10304,Staten Island,Stapleton and St. George,2006,"$1,020,482,000 ","17,424",58568,"$68,786 ",68786,69373.14,,,,,,,N,2,"Stapleton, Clifton",1,SIR,11,0,32.054,3.9,40.609227,-74.092575,"10301, 10305, 10306, 10314",0.141276964,0.141276964,0.165925882,0.165925882,0.18,0.1087655,,,1159,40,106,23,43,no_low,0,0,44099,65388,0.197985753,0.256173084,22.04118441,174.5298078,0,0,Past
10304,Staten Island,Stapleton and St. George,2007,"$1,182,126,000 ","19,118",61833,"$70,643 ",70643,65128.09,,,,,,,N,2,"Stapleton, Clifton",1,SIR,11,0,32.054,3.9,40.609227,-74.092575,"10301, 10305, 10306, 10314",0.145480326,0.145480326,0.166208769,0.166208769,0.17,0.1087655,,,1077,36,83,20,34,no_low,0,0,43326.8,63665,0.199378011,0.248873281,22.04118441,174.5298078,0,0,Past
10304,Staten Island,Stapleton and St. George,2008,"$1,108,280,000 ","18,163",61019,"$67,161 ",67161,67162.14,,,,,,,N,2,"Stapleton, Clifton",1,SIR,11,0,32.054,3.9,40.609227,-74.092575,"10301, 10305, 10306, 10314",0.139002074,0.139002074,0.152993716,0.152993716,0.16,0.1087655,,,1042,24,112,12,34,no_low,0,0,44541.6,64580,0.182333907,0.235904239,22.04118441,174.5298078,0,0,Past
10304,Staten Island,Stapleton and St. George,2009,"$1,077,608,000 ","17,926",60114,"$66,431 ",66431,66605.54,,,,,,,N,2,"Stapleton, Clifton",1,SIR,11,0,32.054,3.9,40.609227,-74.092575,"10301, 10305, 10306, 10314",0.134804879,0.134804879,0.14896992,0.14896992,0.15,0.1087655,,,956,39,92,12,38,no_low,0,0,43818.6,64797,0.171768789,0.226812227,22.04118441,174.5298078,0,0,Past
10304,Staten Island,Stapleton and St. George,2010,"$1,298,567,000 ","18,201",71346,"$77,601 ",77601,66306.05,,,,,,,N,2,"Stapleton, Clifton",1,SIR,11,0,32.054,3.9,40.609227,-74.092575,"10301, 10305, 10306, 10314",0.119381117,0.119381117,0.129847892,0.129847892,0.14,0.1087655,,,1265,14,99,12,28,no_low,0,0,44081.2,64251,0.162987995,0.227762264,22.04118441,174.5298078,0,0,Past
10304,Staten Island,Stapleton and St. George,2011,"$1,106,371,000 ","18,613",59441,"$62,648 ",62648,65297.93,"$53,847.00 ","$73,616.00 ",$240.17 ,56.90%,4.60%,38.40%,N,2,"Stapleton, Clifton",1,SIR,11,0,32.054,3.9,40.609227,-74.092575,"10301, 10305, 10306, 10314",0.11446573,0.11446573,0.120641034,0.120641034,0.13,0.1087655,,,1253,20,133,12,19,no_low,0,0,43502.6,62964,0.154965326,0.217961854,22.04118441,174.5298078,0,0,Past
10304,Staten Island,Stapleton and St. George,2012,"$1,164,482,000 ","18,730",62172,"$64,178 ",64178,65037.22,"$51,852.00 ","$71,285.00 ",$231.92 ,55.30%,4.70%,39.90%,N,2,"Stapleton, Clifton",1,SIR,11,0,32.054,3.9,40.609227,-74.092575,"10301, 10305, 10306, 10314",0.111091018,0.111091018,0.114676063,0.114676063,0.12,0.1087655,,,1239,23,117,6,16,no_low,0,0,43806.4,64178,0.151082064,0.217681395,22.04118441,174.5298078,0,0,Past
10304,Staten Island,Stapleton and St. George,2013,"$1,203,206,000 ","18,950",63494,"$64,574 ",64574,64639.76,"$53,168.00 ","$77,659.00 ",$239.75 ,54.30%,4.90%,40.60%,N,2,"Stapleton, Clifton",1,SIR,11,0,32.054,3.9,40.609227,-74.092575,"10301, 10305, 10306, 10314",0.116195861,0.116195861,0.11817305,0.11817305,0.12,0.1087655,0,0,1111,16,139,19,31,no_low,0,0,43815.2,64311,0.155146299,0.221406053,22.04118441,174.5298078,0,0,Past
10304,Staten Island,Stapleton and St. George,2014,"$1,275,297,000 ","19,130",66665,"$66,732 ",66732,65665.35,"$53,762.00 ","$79,892.00 ",$247.25 ,53.20%,4.80%,41.90%,N,2,"Stapleton, Clifton",1,SIR,11,0,32.054,3.9,40.609227,-74.092575,"10301, 10305, 10306, 10314",0.118087114,0.118087114,0.118205201,0.118205201,0.13,0.1087655,0,0,979,21,149,15,63,no_low,0,0,44754,66383,0.159824518,0.237389186,22.04118441,174.5298078,0,0,Past
10304,Staten Island,Stapleton and St. George,2015,"$1,363,257,000 ","19,500",69911,"$69,911 ",69911,69730.25,"$54,106.00 ","$82,916.00 ",$257.25 ,54.20%,4.20%,41.60%,N,2,"Stapleton, Clifton",1,SIR,11,0,32.054,3.9,40.609227,-74.092575,"10301, 10305, 10306, 10314",0.12628664,0.12628664,0.12628664,0.12628664,0.13,0.1087655,0,0,901,18,167,17,67,no_low,0,0,46874.6,69680,0.170356703,0.261790625,22.04118441,174.5298078,0.135094555,0.176370776,Past
10304,Staten Island,Stapleton and St. George,2016,"$1,363,257,000 ","19,500",69911,"$69,911 ",69911,69730.25,"$54,106.00 ","$82,916.00 ",$257.25 ,54.20%,4.20%,41.60%,N,2,"Stapleton, Clifton",1,SIR,11,0,32.054,3.9,40.609227,-74.092575,"10301, 10305, 10306, 10314",0.138602158,0.138602158,0.136823453,0.136823453,0.13,0.1087655,0,0,901,18,167,17,67,no_low,0,0,46874.6,69680,0.186005527,0.287879621,22.04118441,174.5298078,0.136749597,0.18861618,Past
10304,Staten Island,Stapleton and St. George,2017,"$1,363,257,000 ","19,500",69911,"$69,911 ",69911,69730.25,"$54,106.00 ","$82,916.00 ",$257.25 ,54.20%,4.20%,41.60%,N,2,"Stapleton, Clifton",1,SIR,11,0,32.054,3.9,40.609227,-74.092575,"10301, 10305, 10306, 10314",0.156287437,0.156287437,0.151256641,0.151256641,0.13,0.1087655,0,0,901,18,167,17,67,no_low,0,0,46874.6,69680,0.20352003,0.307260576,25.87209848,189.0897511,0.189708634,0.197740008,High Income and/or Housing
10304,Staten Island,Stapleton and St. George,2018,"$1,363,257,000 ","19,500",69911,"$69,911 ",69911,69730.25,"$54,106.00 ","$82,916.00 ",$257.25 ,54.20%,4.20%,41.60%,N,2,"Stapleton, Clifton",1,SIR,11,0,32.054,3.9,40.609227,-74.092575,"10301, 10305, 10306, 10314",0.12628664,0.156287437,0.12628664,0.15165064,0.13,0.1087655,0,0,901,18,167,17,67,no_low,0,0,46874.6,69680,0.203971014,0.316181196,28.3477203,187.4121251,0.22305239,0.18711933,High Income and/or Housing
10304,Staten Island,Stapleton and St. George,2019,"$1,363,257,000 ","19,500",69911,"$69,911 ",69911,69730.25,"$54,106.00 ","$82,916.00 ",$257.25 ,54.20%,4.20%,41.60%,N,2,"Stapleton, Clifton",1,SIR,11,0,32.054,3.9,40.609227,-74.092575,"10301, 10305, 10306, 10314",0.12628664,0.156287437,0.12628664,0.15160502,0.13,0.1087655,0,0,901,18,167,17,67,no_low,0,0,46874.6,69680,0.203466444,0.315061915,28.34851277,187.4147041,0.284845688,0.191403359,High Income and/or Housing
10304,Staten Island,Stapleton and St. George,2020,"$1,363,257,000 ","19,500",69911,"$69,911 ",69911,69730.25,"$54,106.00 ","$82,916.00 ",$257.25 ,54.20%,4.20%,41.60%,N,2,"Stapleton, Clifton",1,SIR,11,0,32.054,3.9,40.609227,-74.092575,"10301, 10305, 10306, 10314",0.12628664,0.156287437,0.12628664,0.150590768,0.13,0.1087655,0,0,901,18,167,17,67,no_low,0,0,46874.6,69680,0.203907702,0.316725657,28.34939803,187.4175575,0.332524914,0.173025551,High Income and/or Housing
10304,Staten Island,Stapleton and St. George,2021,"$1,363,257,000 ","19,500",69911,"$69,911 ",69911,69730.25,"$54,106.00 ","$82,916.00 ",$257.25 ,54.20%,4.20%,41.60%,N,2,"Stapleton, Clifton",1,SIR,11,0,32.054,3.9,40.609227,-74.092575,"10301, 10305, 10306, 10314",0.12628664,0.156287437,0.12628664,0.15150774,0.13,0.1087655,0,0,901,18,167,17,67,no_low,0,0,46874.6,69680,0.203293842,0.321744791,28.35022609,187.420217,0.388931183,0.167562094,High Income and/or Housing
10304,Staten Island,Stapleton and St. George,2022,"$1,363,257,000 ","19,500",69911,"$69,911 ",69911,69730.25,"$54,106.00 ","$82,916.00 ",$257.25 ,54.20%,4.20%,41.60%,N,2,"Stapleton, Clifton",1,SIR,11,0,32.054,3.9,40.609227,-74.092575,"10301, 10305, 10306, 10314",0.12628664,0.156287437,0.12628664,0.150726473,0.13,0.1087655,0,0,901,18,167,17,67,no_low,0,0,46874.6,69680,0.204176449,0.328179686,28.35121842,187.423379,0.392139116,0.159645033,High Income and/or Housing
10304,Staten Island,Stapleton and St. George,2023,"$1,363,257,000 ","19,500",69911,"$69,911 ",69911,69730.25,"$54,106.00 ","$82,916.00 ",$257.25 ,54.20%,4.20%,41.60%,N,2,"Stapleton, Clifton",1,SIR,11,0,32.054,3.9,40.609227,-74.092575,"10301, 10305, 10306, 10314",0.12628664,0.156287437,0.12628664,0.151205147,0.13,0.1087655,0,0,901,18,167,17,67,no_low,0,0,46874.6,69680,0.207464514,0.33452216,28.35205201,187.4259941,0.361339183,0.160873603,High Income and/or Housing
10304,Staten Island,Stapleton and St. George,2024,"$1,363,257,000 ","19,500",69911,"$69,911 ",69911,69730.25,"$54,106.00 ","$82,916.00 ",$257.25 ,54.20%,4.20%,41.60%,N,2,"Stapleton, Clifton",1,SIR,11,0,32.054,3.9,40.609227,-74.092575,"10301, 10305, 10306, 10314",0.12628664,0.156287437,0.12628664,0.151737412,0.13,0.1087655,0,0,901,18,167,17,67,no_low,0,0,46874.6,69680,0.207249726,0.337276179,28.3535963,187.4308432,0.271774554,0.150330367,High Income and/or Housing
10304,Staten Island,Stapleton and St. George,2025,"$1,363,257,000 ","19,500",69911,"$69,911 ",69911,69730.25,"$54,106.00 ","$82,916.00 ",$257.25 ,54.20%,4.20%,41.60%,N,2,"Stapleton, Clifton",1,SIR,11,0,32.054,3.9,40.609227,-74.092575,"10301, 10305, 10306, 10314",0.12628664,0.156287437,0.12628664,0.151133987,0.13,0.1087655,0,0,901,18,167,17,67,no_low,0,0,46874.6,69680,0.208656267,0.3368419,28.35459526,187.4339271,0.186187052,0.149799577,High Income and/or Housing
10305,Staten Island,Stapleton and St. George,2001,"$788,895,000 ","13,994",56374,"$75,416 ",75416,84122.58,,,,,,,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.077418159,,0.103568013,,,0.107976065,,,,61,203,32,145,no_low,0,0,0,0,0,0,22.87496248,177.800242,0,0,Past
10305,Staten Island,Stapleton and St. George,2002,"$794,572,000 ","13,887",57217,"$75,338 ",75338,83425.89,,,,,,,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.088901783,,0.117057587,,,0.107976065,,,,46,129,68,176,no_low,0,0,0,0,0,0,22.87496248,177.800242,0,0,Past
10305,Staten Island,Stapleton and St. George,2004,"$823,602,000 ","16,758",49147,"$61,594 ",61594,68336.17,,,,,,,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.115743345,,0.145057119,,,0.107976065,,,,68,130,50,108,no_low,0,0,0,0,0,0,22.87496248,177.800242,0,0,Past
10305,Staten Island,Stapleton and St. George,2005,"$860,328,000 ","16,849",51061,"$61,889 ",61889,70627.68,,,,,,,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.134497459,0.134497459,0.163018375,0.163018375,0.17,0.107976065,,,,58,158,59,165,no_low,0,0,43487.8,64127,0.17296165,0.232848747,22.87496248,177.800242,0,0,Past
10305,Staten Island,Stapleton and St. George,2006,"$942,787,000 ","17,417",54130,"$63,574 ",63574,71051.46,,,,,,,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.147317714,0.147317714,0.173020576,0.173020576,0.18,0.107976065,,,590,46,84,50,113,no_low,0,0,44099,65388,0.197985753,0.256173084,22.87496248,177.800242,0,0,Past
10305,Staten Island,Stapleton and St. George,2007,"$1,016,927,000 ","19,465",52244,"$59,688 ",59688,69857.11,,,,,,,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.147349329,0.147349329,0.168344073,0.168344073,0.17,0.107976065,,,581,37,93,42,92,no_low,0,0,43326.8,63665,0.199378011,0.248873281,22.87496248,177.800242,0,0,Past
10305,Staten Island,Stapleton and St. George,2008,"$1,021,282,000 ","18,275",55884,"$61,509 ",61509,68676.09,,,,,,,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.139530199,0.139530199,0.153575001,0.153575001,0.16,0.107976065,,,609,37,100,41,44,no_low,0,0,44541.6,64580,0.182333907,0.235904239,22.87496248,177.800242,0,0,Past
10305,Staten Island,Stapleton and St. George,2009,"$1,018,562,000 ","18,226",55885,"$61,757 ",61757,67927.49,,,,,,,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.137244317,0.137244317,0.15166569,0.15166569,0.16,0.107976065,,,519,16,97,26,53,no_low,0,0,43818.6,64797,0.171768789,0.226812227,22.87496248,177.800242,0,0,Past
10305,Staten Island,Stapleton and St. George,2010,"$1,029,663,000 ","18,381",56018,"$60,929 ",60929,73716.65,,,,,,,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.123018842,0.123018842,0.133804556,0.133804556,0.14,0.107976065,,,519,18,100,11,38,no_low,0,0,44081.2,64251,0.162987995,0.227762264,22.87496248,177.800242,0,0,Past
10305,Staten Island,Stapleton and St. George,2011,"$1,063,397,000 ","18,471",57571,"$60,677 ",60677,65742.7,"$63,401.00 ","$79,425.00 ",$245.08 ,51.70%,4.10%,43%,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.117737413,0.117737413,0.124089221,0.124089221,0.13,0.107976065,,,497,10,108,11,40,no_low,0,0,43502.6,62964,0.154965326,0.217961854,22.87496248,177.800242,0,0,Past
10305,Staten Island,Stapleton and St. George,2012,"$1,069,469,000 ","18,650",57344,"$59,195 ",59195,66743.05,"$66,478.00 ","$81,486.00 ",$239.75 ,52.20%,4.40%,42.30%,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.115378348,0.115378348,0.11910175,0.11910175,0.12,0.107976065,,,612,17,100,14,32,no_low,0,0,43806.4,64178,0.151082064,0.217681395,22.87496248,177.800242,0,0,Past
10305,Staten Island,Stapleton and St. George,2013,"$1,092,453,000 ","18,720",58358,"$59,351 ",59351,66461.49,"$70,758.00 ","$83,935.00 ",$242.75 ,52.30%,4.70%,42.10%,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.116760241,0.116760241,0.118747033,0.118747033,0.12,0.107976065,0,0,494,8,154,41,34,no_low,0,0,43815.2,64311,0.155146299,0.221406053,22.87496248,177.800242,0,0,Past
10305,Staten Island,Stapleton and St. George,2014,"$1,122,937,000 ","18,890",59446,"$59,505 ",59505,68083.01,"$70,763.00 ","$83,184.00 ",$251.50 ,53.30%,4.60%,41.40%,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.119797687,0.119797687,0.119917485,0.119917485,0.13,0.107976065,1,0,453,21,186,26,56,no_low,0,0,44754,66383,0.159824518,0.237389186,22.87496248,177.800242,0,0,Past
10305,Staten Island,Stapleton and St. George,2015,"$1,173,972,000 ","19,240",61017,"$61,017 ",61017,70905.5,"$72,782.00 ","$82,951.00 ",$264.58 ,54.60%,4.20%,40.50%,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.128653641,0.128653641,0.128653641,0.128653641,0.13,0.107976065,1,0,448,16,177,14,30,no_low,0,0,46874.6,69680,0.170356703,0.261790625,22.87496248,177.800242,0.135094555,0.18504127,Past
10305,Staten Island,Stapleton and St. George,2016,"$1,173,972,000 ","19,240",61017,"$61,017 ",61017,70905.5,"$72,782.00 ","$82,951.00 ",$264.58 ,54.60%,4.20%,40.50%,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.138980378,0.138980378,0.137196819,0.137196819,0.13,0.107976065,1,0,448,16,177,14,30,no_low,0,0,46874.6,69680,0.186005527,0.287879621,22.87496248,177.800242,0.136749597,0.19668107,Past
10305,Staten Island,Stapleton and St. George,2017,"$1,173,972,000 ","19,240",61017,"$61,017 ",61017,70905.5,"$72,782.00 ","$82,951.00 ",$264.58 ,54.60%,4.20%,40.50%,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.15495576,0.15495576,0.14996783,0.14996783,0.13,0.107976065,1,0,448,16,177,14,30,no_low,0,0,46874.6,69680,0.20352003,0.307260576,26.01360201,189.606144,0.189708634,0.200280397,High Income and/or Housing
10305,Staten Island,Stapleton and St. George,2018,"$1,173,972,000 ","19,240",61017,"$61,017 ",61017,70905.5,"$72,782.00 ","$82,951.00 ",$264.58 ,54.60%,4.20%,40.50%,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.128653641,0.15495576,0.128653641,0.149880803,0.13,0.107976065,1,0,448,16,177,14,30,no_low,0,0,46874.6,69680,0.203971014,0.316181196,27.86686368,185.8158083,0.22305239,0.187830272,High Income and/or Housing
10305,Staten Island,Stapleton and St. George,2019,"$1,173,972,000 ","19,240",61017,"$61,017 ",61017,70905.5,"$72,782.00 ","$82,951.00 ",$264.58 ,54.60%,4.20%,40.50%,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.128653641,0.15495576,0.128653641,0.150946457,0.13,0.107976065,1,0,448,16,177,14,30,no_low,0,0,46874.6,69680,0.203466444,0.315061915,27.871698,185.8312208,0.284845688,0.194867008,High Income and/or Housing
10305,Staten Island,Stapleton and St. George,2020,"$1,173,972,000 ","19,240",61017,"$61,017 ",61017,70905.5,"$72,782.00 ","$82,951.00 ",$264.58 ,54.60%,4.20%,40.50%,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.128653641,0.15495576,0.128653641,0.150438729,0.13,0.107976065,1,0,448,16,177,14,30,no_low,0,0,46874.6,69680,0.203907702,0.316725657,27.87271786,185.8344836,0.332524914,0.178297904,High Income and/or Housing
10305,Staten Island,Stapleton and St. George,2021,"$1,173,972,000 ","19,240",61017,"$61,017 ",61017,70905.5,"$72,782.00 ","$82,951.00 ",$264.58 ,54.60%,4.20%,40.50%,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.128653641,0.15495576,0.128653641,0.148960112,0.13,0.107976065,1,0,448,16,177,14,30,no_low,0,0,46874.6,69680,0.203293842,0.321744791,27.87396432,185.8384172,0.388931183,0.172351389,High Income and/or Housing
10305,Staten Island,Stapleton and St. George,2022,"$1,173,972,000 ","19,240",61017,"$61,017 ",61017,70905.5,"$72,782.00 ","$82,951.00 ",$264.58 ,54.60%,4.20%,40.50%,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.128653641,0.15495576,0.128653641,0.148911101,0.13,0.107976065,1,0,448,16,177,14,30,no_low,0,0,46874.6,69680,0.204176449,0.328179686,27.87662438,185.8465431,0.392139116,0.165806205,High Income and/or Housing
10305,Staten Island,Stapleton and St. George,2023,"$1,173,972,000 ","19,240",61017,"$61,017 ",61017,70905.5,"$72,782.00 ","$82,951.00 ",$264.58 ,54.60%,4.20%,40.50%,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.128653641,0.15495576,0.128653641,0.150468358,0.13,0.107976065,1,0,448,16,177,14,30,no_low,0,0,46874.6,69680,0.207464514,0.33452216,27.87797016,185.850598,0.361339183,0.161654989,High Income and/or Housing
10305,Staten Island,Stapleton and St. George,2024,"$1,173,972,000 ","19,240",61017,"$61,017 ",61017,70905.5,"$72,782.00 ","$82,951.00 ",$264.58 ,54.60%,4.20%,40.50%,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.128653641,0.15495576,0.128653641,0.150404268,0.13,0.107976065,1,0,448,16,177,14,30,no_low,0,0,46874.6,69680,0.207249726,0.337276179,27.87985569,185.8561828,0.271774554,0.152508006,High Income and/or Housing
10305,Staten Island,Stapleton and St. George,2025,"$1,173,972,000 ","19,240",61017,"$61,017 ",61017,70905.5,"$72,782.00 ","$82,951.00 ",$264.58 ,54.60%,4.20%,40.50%,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.128653641,0.15495576,0.128653641,0.149836528,0.13,0.107976065,1,0,448,16,177,14,30,no_low,0,0,46874.6,69680,0.208656267,0.3368419,27.88292903,185.8650937,0.186187052,0.152607283,High Income and/or Housing
10306,Staten Island,South Shore,2001,"$1,288,754,000 ","20,113",64076,"$85,719 ",85719,82207.23,,,,,,,Y,5,"Jefferson Av, Grant City, New Dorp, Oakwood Heights, Bay Terrace",1,SIR,9,0,343.795,7.5,40.571768,-74.12595,"10314, 10304, 10305, 10308",0.090854484,,0.121542781,,,0.158925484,,,,70,131,67,190,no_low,0,0,0,0,0,0,25.70413915,188.4749761,0,0,Past
10306,Staten Island,South Shore,2002,"$1,313,941,000 ","19,915",65977,"$86,872 ",86872,81091.04,,,,,,,Y,5,"Jefferson Av, Grant City, New Dorp, Oakwood Heights, Bay Terrace",1,SIR,9,0,343.795,7.5,40.571768,-74.12595,"10314, 10304, 10305, 10308",0.100203508,,0.131938645,,,0.158925484,,,,79,126,108,238,no_low,0,0,0,0,0,0,25.70413915,188.4749761,0,0,Past
10306,Staten Island,South Shore,2004,"$1,362,698,000 ","24,561",55482,"$69,534 ",69534,67562.28,,,,,,,Y,5,"Jefferson Av, Grant City, New Dorp, Oakwood Heights, Bay Terrace",1,SIR,9,0,343.795,7.5,40.571768,-74.12595,"10314, 10304, 10305, 10308",0.128590095,,0.161157505,,,0.158925484,,,,109,135,99,154,no_low,0,0,0,0,0,0,25.70413915,188.4749761,0,0,Past
10306,Staten Island,South Shore,2005,"$1,427,064,000 ","24,599",58013,"$70,315 ",70315,68201.45,,,,,,,Y,5,"Jefferson Av, Grant City, New Dorp, Oakwood Heights, Bay Terrace",1,SIR,9,0,343.795,7.5,40.571768,-74.12595,"10314, 10304, 10305, 10308",0.145969892,0.145969892,0.176923599,0.176923599,0.16,0.158925484,,,,92,129,94,239,no_mid,0,0,43487.8,64127,0.17296165,0.232848747,25.70413915,188.4749761,0,0,Past
10306,Staten Island,South Shore,2006,"$1,588,532,000 ","25,447",62425,"$73,316 ",73316,69233.97,,,,,,,Y,5,"Jefferson Av, Grant City, New Dorp, Oakwood Heights, Bay Terrace",1,SIR,9,0,343.795,7.5,40.571768,-74.12595,"10314, 10304, 10305, 10308",0.159363989,0.159363989,0.187168592,0.187168592,0.17,0.158925484,,,681,78,131,90,109,no_low,0,0,44099,65388,0.197985753,0.256173084,25.70413915,188.4749761,0,0,Past
10306,Staten Island,South Shore,2007,"$1,670,859,000 ","27,637",60457,"$69,071 ",69071,67700.39,,,,,,,Y,5,"Jefferson Av, Grant City, New Dorp, Oakwood Heights, Bay Terrace",1,SIR,9,0,343.795,7.5,40.571768,-74.12595,"10314, 10304, 10305, 10308",0.158895919,0.158895919,0.181535853,0.181535853,0.17,0.158925484,,,635,75,129,45,84,no_low,0,0,43326.8,63665,0.199378011,0.248873281,25.70413915,188.4749761,0,0,Past
10306,Staten Island,South Shore,2008,"$1,669,811,000 ","26,184",63772,"$70,191 ",70191,67772.45,,,,,,,Y,5,"Jefferson Av, Grant City, New Dorp, Oakwood Heights, Bay Terrace",1,SIR,9,0,343.795,7.5,40.571768,-74.12595,"10314, 10304, 10305, 10308",0.151903148,0.151903148,0.167193384,0.167193384,0.15,0.158925484,,,731,42,134,50,79,no_low,0,0,44541.6,64580,0.182333907,0.235904239,25.70413915,188.4749761,0,0,Past
10306,Staten Island,South Shore,2009,"$1,624,158,000 ","25,853",62823,"$69,424 ",69424,67486.29,,,,,,,Y,5,"Jefferson Av, Grant City, New Dorp, Oakwood Heights, Bay Terrace",1,SIR,9,0,343.795,7.5,40.571768,-74.12595,"10314, 10304, 10305, 10308",0.146017356,0.146017356,0.161360583,0.161360583,0.15,0.158925484,,,550,49,140,19,54,no_low,0,0,43818.6,64797,0.171768789,0.226812227,25.70413915,188.4749761,0,0,Past
10306,Staten Island,South Shore,2010,"$1,679,240,000 ","26,155",64203,"$69,832 ",69832,70089.52,,,,,,,Y,5,"Jefferson Av, Grant City, New Dorp, Oakwood Heights, Bay Terrace",1,SIR,9,0,343.795,7.5,40.571768,-74.12595,"10314, 10304, 10305, 10308",0.13147913,0.13147913,0.143006602,0.143006602,0.13,0.158925484,,,528,34,131,23,52,no_low,0,0,44081.2,64251,0.162987995,0.227762264,25.70413915,188.4749761,0,0,Past
10306,Staten Island,South Shore,2011,"$1,710,838,000 ","26,194",65314,"$68,838 ",68838,65504.51,"$77,767.00 ","$92,729.00 ",$272.92 ,56%,4.20%,39.60%,Y,5,"Jefferson Av, Grant City, New Dorp, Oakwood Heights, Bay Terrace",1,SIR,9,0,343.795,7.5,40.571768,-74.12595,"10314, 10304, 10305, 10308",0.127632272,0.127632272,0.134517897,0.134517897,0.13,0.158925484,,,585,37,125,24,54,no_low,0,0,43502.6,62964,0.154965326,0.217961854,25.70413915,188.4749761,0,0,Past
10306,Staten Island,South Shore,2012,"$1,736,932,000 ","25,870",67141,"$69,308 ",69308,65339.93,"$77,720.00 ","$93,396.00 ",$268.92 ,55.70%,4.40%,39.80%,Y,5,"Jefferson Av, Grant City, New Dorp, Oakwood Heights, Bay Terrace",1,SIR,9,0,343.795,7.5,40.571768,-74.12595,"10314, 10304, 10305, 10308",0.1254478,0.1254478,0.129496156,0.129496156,0.12,0.158925484,,,683,44,115,72,51,no_low,0,0,43806.4,64178,0.151082064,0.217681395,25.70413915,188.4749761,0,0,Past
